phase,window,window_before,window_after,seed,n_train_raw,n_val,time_s,F1_N,F1_S,F1_V,F1_F,Macro_F1,Min_Rare_F1,Rare_F1_weighted,best_epoch,n_train_after_resampling
confirm,90x144,90,144,1001,37854,13141,82.6,0.8961112812212939,0.23448275862068965,0.5803722504230119,0.008869179600886918,0.4299588674664706,0.008869179600886918,0.09911461120880802,2,44681
confirm,90x144,90,144,1002,37854,13141,190.5,0.9411764705882353,0.23394495412844038,0.4730902777777778,0.0,0.4120529256236134,0.0,0.09357798165137615,15,44681
confirm,90x144,90,144,1003,37854,13141,166.2,0.8911683987942592,0.28169014084507044,0.45281385281385284,0.009615384615384616,0.40882194426714175,0.009615384615384616,0.11844528710725896,12,44681
confirm,90x144,90,144,1004,37854,13141,115.9,0.9081245254365984,0.2796934865900383,0.4165588615782665,0.043010752688172046,0.4118469065732688,0.043010752688172046,0.13768384624891855,6,44681
confirm,90x144,90,144,1005,37854,13141,149.9,0.9603712064208678,0.2657952069716776,0.4966292134831461,0.049586776859504134,0.4430956009337989,0.049586776859504134,0.13607014890437352,10,44681
confirm,90x144,90,144,1006,37854,13141,108.1,0.9053958737436079,0.22807017543859648,0.5200868621064061,0.006153846153846154,0.41492668936061416,0.006153846153846154,0.09492037786774629,5,44681
confirm,90x144,90,144,1007,37854,13141,157.8,0.879586375799356,0.270509977827051,0.3552176917760885,0.013513513513513514,0.37970688972900224,0.013513513513513514,0.11631209923892852,11,44681
confirm,90x144,90,144,1008,37854,13141,83.1,0.9493192133131618,0.18159509202453988,0.45947592931139547,0.0,0.3975975586622743,0.0,0.07263803680981595,2,44681
confirm,90x144,90,144,1009,37854,13141,108.1,0.9586713346426436,0.27235772357723576,0.6585603112840467,0.02564102564102564,0.4788075987862379,0.02564102564102564,0.1243277048155097,5,44681
confirm,90x144,90,144,1010,37854,13141,83.3,0.931091558498127,0.2546201232032854,0.4913316119513095,0.06349206349206349,0.43513383928619637,0.06349206349206349,0.13994328737655226,2,44681
confirm,90x144,90,144,1011,37854,13141,108.3,0.9580761864226431,0.2577777777777778,0.5852245292129407,0.022556390977443608,0.4559087210977013,0.022556390977443608,0.11664494569757727,5,44681
confirm,90x144,90,144,1012,37854,13141,132.5,0.8924604966139955,0.22323462414578588,0.35327635327635326,0.06557377049180328,0.3836363111319845,0.06557377049180328,0.12863811195339633,8,44681
confirm,90x144,90,144,1013,37854,13141,158.1,0.8485047342270554,0.259958071278826,0.2676563202878992,0.16,0.38402978144844513,0.16,0.1999832285115304,11,44681
confirm,90x144,90,144,1014,37854,13141,91.8,0.828815908982265,0.2401656314699793,0.25196524617294164,0.2608695652173913,0.3954540879606443,0.2401656314699793,0.2525879917184265,3,44681
